txn_id,user_id,merchant_id,txn_timestamp,txn_date,txn_hour,txn_day_of_week,amount,merchant_category,payment_mode,device_id,is_new_device,is_fraud,fraud_type,user_avg_amt,user_std_amt,user_amt_zscore,hour_risk_score,typical_hour_min,typical_hour_max,is_outside_typical_hour,last_txn_date,days_since_last_txn,is_new_device_high_amount,merchant_refund_rate,chargeback_count,registration_days,merchant_risk_flag,merchant_is_new,category_risk_score,fraud_score,risk_level
TXN-07043,USR-0380,MRC-0249,2023-11-02 08:27:34,2023-11-02,8,THU,45283.65,RETAIL,COLLECT_REQUEST,DEV-75090,False,False,,35698.91,11179.484009045109,0.86,10,9,21,1,2023-01-03,303,0,3.28,48,317,LOW,0,10,23.2,MEDIUM
TXN-07044,USR-0451,MRC-0022,2024-03-03 05:02:29,2024-03-03,5,SUN,38708.84,TRAVEL,UPI_ID,DEV-66448,False,False,,24909.88552631579,9604.466550762581,1.44,40,9,20,1,2023-02-13,384,0,2.14,24,656,LOW,0,20,31.03,MEDIUM
TXN-07045,USR-0482,MRC-0231,2023-07-08 04:55:31,2023-07-08,4,SAT,87834.69,CRYPTO_EXCHANGE,UPI_QR,DEV-56205,False,False,,110270.82655172414,154741.2625947993,-0.14,100,9,23,1,2023-02-25,133,0,6.32,4,1246,MEDIUM,0,90,49.06,HIGH
TXN-07046,USR-0390,MRC-0200,2024-01-05 16:25:28,2024-01-05,16,FRI,35218.04,FOOD,UPI_ID,DEV-52305,False,False,,52761.56088235294,70329.03526919732,-0.25,10,9,21,0,2023-02-09,330,0,0.54,31,453,LOW,0,5,12.93,LOW
TXN-07047,USR-0149,MRC-0280,2024-03-07 12:47:29,2024-03-07,12,THU,51216.04,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-97305,False,False,,58815.42032258065,96538.60545383475,-0.08,10,10,21,0,2023-01-23,409,0,9.07,47,1354,MEDIUM,0,90,28.26,MEDIUM
TXN-07048,USR-0317,MRC-0299,2023-11-17 07:26:11,2023-11-17,7,FRI,23781.32,FOOD,UPI_ID,DEV-18249,False,False,,23262.27,29427.331280813145,0.02,40,10,23,1,2023-03-14,248,0,2.55,8,1713,LOW,0,5,25.6,MEDIUM
TXN-07049,USR-0267,MRC-0213,2023-07-15 23:42:41,2023-07-15,23,SAT,185.28,FOOD,UPI_ID,DEV-11165,False,True,VELOCITY,24134.59882352941,8256.143603796367,-2.9,70,9,21,1,2023-01-21,175,0,3.36,42,508,LOW,0,5,32.19,MEDIUM
TXN-07050,USR-0069,MRC-0094,2023-05-21 20:54:32,2023-05-21,20,SUN,9723.79,FUEL,UPI_ID,DEV-19423,False,False,,10249.256,3284.575364459867,-0.16,10,9,22,0,2023-01-25,116,0,1.12,21,766,LOW,0,10,13.9,LOW
TXN-07051,USR-0384,MRC-0119,2024-01-23 10:34:00,2024-01-23,10,TUE,1196.36,TRAVEL,UPI_QR,DEV-54304,False,False,,2747.939189189189,1139.7880531469639,-1.36,10,7,23,0,2023-02-11,346,0,2.0,44,193,LOW,0,20,15.6,LOW
TXN-07052,USR-0408,MRC-0092,2023-07-24 23:09:19,2023-07-24,23,MON,23570.23,GAMING,COLLECT_REQUEST,DEV-39981,False,False,,27070.422499999997,9644.4669448206,-0.36,70,9,23,0,2023-01-13,192,0,11.45,43,1248,HIGH,0,60,39.16,MEDIUM
TXN-07053,USR-0494,MRC-0257,2023-10-10 23:47:46,2023-10-10,23,TUE,3290.45,FUEL,UPI_QR,DEV-75491,False,False,,3568.0531034482756,4386.491997471248,-0.06,70,7,20,1,2023-02-14,238,0,0.83,46,698,LOW,0,10,30.66,MEDIUM
TXN-07054,USR-0092,MRC-0292,2023-06-26 15:12:34,2023-06-26,15,MON,10807.02,CRYPTO_EXCHANGE,UPI_ID,DEV-27315,False,False,,14786.481785714286,19034.397182261626,-0.21,10,9,23,0,2023-01-22,155,0,6.5,38,1387,MEDIUM,0,90,26.2,MEDIUM
TXN-07055,USR-0164,MRC-0108,2023-09-20 21:17:39,2023-09-20,21,WED,19528.44,TRAVEL,UPI_QR,DEV-64224,False,False,,51547.78941176471,98386.60077867356,-0.33,10,7,23,0,2023-01-05,258,0,3.24,34,753,LOW,0,20,16.59,LOW
TXN-07056,USR-0372,MRC-0188,2023-04-01 23:59:38,2023-04-01,23,SAT,41815.11,RETAIL,UPI_ID,DEV-55437,False,False,,34541.32892857143,14173.61619391998,0.51,70,7,20,1,2023-01-27,64,0,0.28,3,922,LOW,0,10,31.75,MEDIUM
TXN-07057,USR-0233,MRC-0178,2024-01-17 23:31:34,2024-01-17,23,WED,26346.7,TRAVEL,COLLECT_REQUEST,DEV-37756,False,False,,118354.36000000002,214089.60884416514,-0.43,70,10,20,1,2023-01-15,367,0,3.0,47,196,LOW,0,20,33.4,MEDIUM
TXN-07058,USR-0263,MRC-0204,2024-02-26 05:41:27,2024-02-26,5,MON,29386.64,GAMING,COLLECT_REQUEST,DEV-94206,False,False,,40207.096923076926,15777.066019484044,-0.69,40,9,23,1,2023-02-21,370,0,14.96,30,1400,HIGH,0,60,40.97,HIGH
TXN-07059,USR-0123,MRC-0226,2023-08-28 22:22:37,2023-08-28,22,MON,18098.96,TRAVEL,COLLECT_REQUEST,DEV-94662,False,False,,38812.98653846154,47479.77989021642,-0.44,10,7,22,0,2023-03-30,151,0,2.46,24,1252,LOW,0,20,15.97,LOW
TXN-07060,USR-0404,MRC-0004,2023-07-16 00:26:49,2023-07-16,0,SUN,17912.68,FUEL,UPI_QR,DEV-97158,False,False,,30163.910000000003,24708.70033669624,-0.5,70,8,21,1,2023-03-18,120,0,2.16,2,85,LOW,0,10,31.73,MEDIUM
TXN-07061,USR-0057,MRC-0029,2023-12-23 03:57:42,2023-12-23,3,SAT,357823.54,TRAVEL,UPI_QR,DEV-29699,False,True,DORMANT_SPIKE,47596.65517241379,60885.65444027104,5.1,100,8,20,1,2023-02-08,318,0,3.23,14,1161,LOW,0,20,54.88,HIGH
TXN-07062,USR-0015,MRC-0071,2023-09-25 09:04:13,2023-09-25,9,MON,40105.07,RETAIL,COLLECT_REQUEST,DEV-90081,False,False,,48450.8325,20508.417995138578,-0.41,10,10,22,1,2023-01-23,245,0,1.4,0,649,LOW,0,10,19.12,LOW
TXN-07063,USR-0240,MRC-0187,2024-02-09 16:44:47,2024-02-09,16,FRI,9519.13,FUEL,UPI_QR,DEV-34393,False,False,,12664.553548387095,21169.663239862453,-0.15,10,7,20,0,2023-03-27,319,0,0.34,16,1827,LOW,0,10,13.27,LOW
TXN-07064,USR-0123,MRC-0291,2023-09-26 20:19:04,2023-09-26,20,TUE,41345.45,TRAVEL,COLLECT_REQUEST,DEV-94662,False,False,,38812.98653846154,47479.77989021642,0.05,10,7,22,0,2023-03-30,180,0,2.04,37,1663,LOW,0,20,15.78,LOW
TXN-07065,USR-0356,MRC-0104,2023-09-12 16:38:02,2023-09-12,16,TUE,12997.41,RETAIL,UPI_ID,DEV-32292,False,False,,16034.127428571428,16274.401182799384,-0.19,10,8,22,0,2023-02-12,212,0,2.24,27,482,LOW,0,10,14.79,LOW
TXN-07066,USR-0414,MRC-0131,2024-03-28 21:56:37,2024-03-28,21,THU,10507.57,RETAIL,UPI_ID,DEV-78184,False,False,,25171.7408,18142.785637851783,-0.81,10,10,23,0,2023-02-28,394,0,1.01,39,1397,LOW,0,10,13.81,LOW
TXN-07067,USR-0469,MRC-0227,2023-10-13 10:18:09,2023-10-13,10,FRI,24529.06,GAMING,COLLECT_REQUEST,DEV-89006,False,False,,45063.24297297297,50143.014673941194,-0.41,10,7,22,0,2023-02-04,251,0,5.33,44,1461,MEDIUM,0,60,22.26,MEDIUM
TXN-07068,USR-0346,MRC-0082,2023-06-27 13:49:16,2023-06-27,13,TUE,519076.39,TRAVEL,UPI_QR,DEV-84831,False,True,UNUSUAL_AMOUNT,86837.9878125,132977.9691699879,3.25,10,8,22,0,2023-01-12,166,0,1.33,20,999,LOW,0,20,24.81,MEDIUM
TXN-07069,USR-0238,MRC-0291,2023-09-24 20:52:18,2023-09-24,20,SUN,62409.82,TRAVEL,COLLECT_REQUEST,DEV-29590,False,False,,86002.42153846154,117786.14374988113,-0.2,10,9,22,0,2023-03-16,192,0,2.04,37,1663,LOW,0,20,15.63,LOW
TXN-07070,USR-0424,MRC-0170,2023-07-11 15:08:23,2023-07-11,15,TUE,25150.31,FUEL,UPI_QR,DEV-53401,False,False,,34665.37210526315,9311.422039015417,-1.02,10,8,21,0,2023-01-21,171,0,0.71,9,1894,LOW,0,10,13.57,LOW
TXN-07071,USR-0269,MRC-0147,2023-09-20 16:55:49,2023-09-20,16,WED,9934.55,GAMING,UPI_QR,DEV-98887,False,False,,7107.3624,2589.9537419538337,1.09,10,9,23,0,2023-02-09,223,0,9.86,37,277,MEDIUM,0,60,29.16,MEDIUM
TXN-07072,USR-0042,MRC-0070,2024-03-26 17:20:18,2024-03-26,17,TUE,48177.73,FUEL,UPI_ID,DEV-31835,False,False,,60556.9297826087,21293.901816523954,-0.58,10,8,22,0,2023-01-11,440,0,1.37,32,1696,LOW,0,10,14.1,LOW
TXN-07073,USR-0205,MRC-0040,2024-01-16 11:54:21,2024-01-16,11,TUE,41984.25,CRYPTO_EXCHANGE,UPI_QR,DEV-44697,False,False,,76288.12482758622,161112.83032687104,-0.21,10,8,20,0,2023-01-29,352,0,7.42,17,932,MEDIUM,0,90,26.94,MEDIUM
TXN-07074,USR-0470,MRC-0194,2023-05-13 23:45:35,2023-05-13,23,SAT,45450.67,FOOD,COLLECT_REQUEST,DEV-25856,False,False,,65728.92774193549,98264.0381706456,-0.21,70,9,22,1,2023-03-30,44,0,0.47,35,1083,LOW,0,5,19.88,LOW
TXN-07075,USR-0044,MRC-0039,2023-07-01 13:15:05,2023-07-01,13,SAT,11560.21,FOOD,COLLECT_REQUEST,DEV-41983,False,False,,25362.446153846155,10750.150350594387,-1.28,10,9,21,0,2023-03-27,96,0,2.77,0,1166,LOW,0,5,14.72,LOW
TXN-07076,USR-0097,MRC-0187,2023-10-19 10:05:06,2023-10-19,10,THU,71842.21,FUEL,UPI_ID,DEV-64069,False,False,,53427.746969696964,14618.108514346488,1.26,10,7,22,0,2023-03-28,205,0,0.34,16,1827,LOW,0,10,17.05,LOW
TXN-07077,USR-0456,MRC-0131,2023-06-15 19:46:43,2023-06-15,19,THU,6799.73,RETAIL,UPI_QR,DEV-63483,False,False,,14570.326666666666,12582.562074358233,-0.62,10,8,22,0,2023-03-03,104,0,1.01,39,1397,LOW,0,10,13.81,LOW
TXN-07078,USR-0091,MRC-0015,2023-05-15 21:22:38,2023-05-15,21,MON,38765.89,FOOD,UPI_ID,DEV-15052,False,False,,38705.53814814815,17704.65074784177,0.0,10,9,21,0,2023-01-21,114,0,1.24,28,1975,LOW,0,5,13.49,LOW
TXN-07079,USR-0412,MRC-0132,2023-06-25 12:45:42,2023-06-25,12,SUN,76.09,FOOD,UPI_QR,DEV-50787,False,True,VELOCITY,45255.05842105263,88491.62718506827,-0.51,10,8,23,0,2023-01-22,154,0,1.08,34,1764,LOW,0,5,13.36,LOW
TXN-07080,USR-0080,MRC-0057,2023-11-15 12:27:13,2023-11-15,12,WED,46711.35,FOOD,UPI_QR,DEV-57575,False,False,,56823.293225806454,118069.87343892358,-0.09,10,9,21,0,2023-01-01,318,0,0.35,25,1072,LOW,0,5,12.78,LOW
TXN-07081,USR-0204,MRC-0105,2023-12-13 09:02:46,2023-12-13,9,WED,73376.8,CRYPTO_EXCHANGE,UPI_ID,DEV-92743,False,False,,99453.54666666666,141660.9614322624,-0.18,10,7,23,0,2023-03-29,259,0,8.49,24,844,MEDIUM,0,90,27.79,MEDIUM
TXN-07082,USR-0282,MRC-0250,2023-11-23 03:00:30,2023-11-23,3,THU,25412.29,GAMING,UPI_QR,DEV-42884,False,False,,22167.936279069767,15092.907599337927,0.21,100,8,21,1,2023-02-17,279,0,11.5,5,1839,HIGH,0,60,50.83,HIGH
TXN-07083,USR-0405,MRC-0150,2024-02-25 17:40:41,2024-02-25,17,SUN,30576.53,TRAVEL,UPI_QR,DEV-97841,False,False,,29138.54085714286,10921.2480238692,0.13,10,9,22,0,2023-02-18,372,0,0.44,27,1856,LOW,0,20,14.74,LOW
TXN-07084,USR-0166,MRC-0211,2023-08-15 10:48:32,2023-08-15,10,TUE,38121.95,FUEL,UPI_ID,DEV-28275,False,False,,35592.26714285714,13156.216230250679,0.19,10,8,23,0,2023-02-01,195,0,0.75,39,1481,LOW,0,10,14.17,LOW
TXN-07085,USR-0440,MRC-0071,2023-08-16 03:12:00,2023-08-16,3,WED,145.72,RETAIL,UPI_ID,DEV-17728,False,True,VELOCITY,33562.31428571429,58996.33545047564,-0.57,100,10,21,1,2023-01-21,207,0,1.4,0,649,LOW,0,10,37.12,MEDIUM
TXN-07086,USR-0428,MRC-0014,2023-10-09 23:29:30,2023-10-09,23,MON,53490.54,FOOD,UPI_ID,DEV-28768,False,False,,53047.57956521739,14882.627054066788,0.03,70,9,23,0,2023-02-03,248,0,0.57,7,1006,LOW,0,5,25.05,MEDIUM
TXN-07087,USR-0099,MRC-0048,2023-06-10 14:16:36,2023-06-10,14,SAT,4645.52,FUEL,UPI_QR,DEV-16328,False,False,,10122.039523809524,4543.985955021732,-1.21,10,9,21,0,2023-01-16,145,0,2.12,49,1220,LOW,0,10,14.7,LOW
TXN-07088,USR-0185,MRC-0182,2024-03-27 08:57:54,2024-03-27,8,WED,63101.52,TRAVEL,UPI_ID,DEV-84083,False,False,,77832.48049999999,133121.66386606195,-0.11,10,10,23,1,2023-01-29,423,0,0.8,28,1209,LOW,0,20,19.64,LOW
TXN-07089,USR-0015,MRC-0087,2023-08-01 14:55:14,2023-08-01,14,TUE,54075.63,GAMING,COLLECT_REQUEST,DEV-90081,False,False,,48450.8325,20508.417995138578,0.27,10,10,22,0,2023-01-23,190,0,11.24,27,417,HIGH,0,60,27.8,MEDIUM
TXN-07090,USR-0229,MRC-0171,2023-09-27 23:56:31,2023-09-27,23,WED,63542.67,RETAIL,UPI_QR,DEV-23655,False,False,,71710.6262962963,127599.66281293362,-0.06,70,10,21,1,2023-01-06,264,0,1.76,25,1911,LOW,0,10,31.41,MEDIUM
TXN-07091,USR-0356,MRC-0152,2024-02-01 20:08:18,2024-02-01,20,THU,9417.57,RETAIL,UPI_ID,DEV-32292,False,False,,16034.127428571428,16274.401182799384,-0.41,10,8,22,0,2023-02-12,354,0,0.69,6,425,LOW,0,10,13.55,LOW
TXN-07092,USR-0326,MRC-0261,2023-11-29 17:33:10,2023-11-29,17,WED,10116.2,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-74504,False,False,,10493.348333333333,13762.861542151151,-0.03,10,8,22,0,2023-03-26,248,0,13.99,39,631,HIGH,0,90,32.19,MEDIUM
TXN-07093,USR-0115,MRC-0157,2023-10-28 16:38:28,2023-10-28,16,SAT,3533.41,FUEL,COLLECT_REQUEST,DEV-99979,False,False,,4888.122068965517,1989.564836615175,-0.68,10,7,20,0,2023-03-15,227,0,2.16,2,638,LOW,0,10,14.73,LOW
TXN-07094,USR-0159,MRC-0007,2024-01-03 10:56:38,2024-01-03,10,WED,33128.22,FUEL,UPI_QR,DEV-99628,False,False,,53103.00571428572,79881.30527480843,-0.25,10,8,22,0,2023-03-05,304,0,3.46,49,822,LOW,0,10,15.77,LOW
TXN-07095,USR-0004,MRC-0240,2023-07-04 07:11:32,2023-07-04,7,TUE,92524.02,FOOD,UPI_QR,DEV-58344,False,False,,85945.85047619048,128584.02228883577,0.05,40,7,22,0,2023-03-29,97,0,3.7,19,947,LOW,0,5,21.61,MEDIUM
TXN-07096,USR-0151,MRC-0056,2024-01-04 14:21:52,2024-01-04,14,THU,8909.0,RETAIL,COLLECT_REQUEST,DEV-89585,False,False,,18513.987999999998,32301.03464224863,-0.3,10,7,23,0,2023-02-27,311,0,0.7,50,735,LOW,0,10,13.56,LOW
TXN-07097,USR-0453,MRC-0271,2023-09-20 19:29:30,2023-09-20,19,WED,44718.7,FUEL,UPI_QR,DEV-63927,False,False,,33652.0176,14264.494605376922,0.78,10,9,22,0,2023-02-04,228,0,3.68,10,942,LOW,0,10,18.28,LOW
TXN-07098,USR-0288,MRC-0255,2023-12-13 04:18:37,2023-12-13,4,WED,71915.72,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-96034,False,False,,83045.25228571429,143586.3672318963,-0.08,100,9,23,1,2023-03-04,284,0,8.17,46,1759,MEDIUM,0,90,50.54,HIGH
TXN-07099,USR-0430,MRC-0126,2023-09-26 11:54:42,2023-09-26,11,TUE,43090.81,GAMING,UPI_ID,DEV-78873,False,False,,40463.82636363636,65439.58003547832,0.04,10,8,23,0,2023-02-07,231,0,5.5,38,1229,MEDIUM,0,60,22.52,MEDIUM
TXN-07100,USR-0134,MRC-0051,2023-06-24 00:47:47,2023-06-24,0,SAT,60650.85,FOOD,UPI_ID,DEV-60880,False,False,,52197.16705882353,13258.345464523532,0.64,70,8,21,1,2023-03-18,98,0,3.43,3,1541,LOW,0,5,34.16,MEDIUM
TXN-07101,USR-0356,MRC-0256,2023-04-21 20:46:14,2023-04-21,20,FRI,9099.6,RETAIL,COLLECT_REQUEST,DEV-32292,False,False,,16034.127428571428,16274.401182799384,-0.43,10,8,22,0,2023-02-12,68,0,1.61,10,1083,LOW,0,10,14.29,LOW
TXN-07102,USR-0410,MRC-0288,2024-03-24 09:08:39,2024-03-24,9,SUN,29162.43,FUEL,COLLECT_REQUEST,DEV-18159,False,False,,38073.32586206897,63295.07596297686,-0.14,10,10,23,1,2023-01-19,430,0,1.04,46,292,LOW,0,10,18.83,LOW
TXN-07103,USR-0171,MRC-0150,2023-12-11 13:58:26,2023-12-11,13,MON,42333.88,TRAVEL,UPI_QR,DEV-85497,False,False,,63753.549375,115374.41610970507,-0.19,10,10,23,0,2023-03-14,272,0,0.44,27,1856,LOW,0,20,14.35,LOW
TXN-07104,USR-0301,MRC-0110,2023-06-18 21:23:48,2023-06-18,21,SUN,29278.82,GAMING,UPI_QR,DEV-43544,False,False,,34294.869375,64538.267412674206,-0.08,10,7,21,0,2023-02-13,125,0,7.39,36,116,MEDIUM,0,60,23.91,MEDIUM
TXN-07105,USR-0237,MRC-0288,2023-09-27 04:51:11,2023-09-27,4,WED,600130.26,FUEL,UPI_QR,DEV-19119,False,True,UNUSUAL_AMOUNT,47127.13121212122,99974.98527919175,5.53,100,10,21,1,2023-03-28,183,0,1.04,46,292,LOW,0,10,53.42,HIGH
TXN-07106,USR-0180,MRC-0201,2023-09-20 06:05:41,2023-09-20,6,WED,54394.17,CRYPTO_EXCHANGE,UPI_ID,DEV-20969,False,False,,56452.33774193548,16280.403448194953,-0.13,40,9,21,1,2023-03-03,201,0,12.84,28,1426,HIGH,0,90,42.27,HIGH
TXN-07107,USR-0400,MRC-0137,2023-05-22 15:16:14,2023-05-22,15,MON,37111.89,FUEL,UPI_ID,DEV-99748,False,False,,29508.671818181818,8894.373773093674,0.85,10,8,22,0,2023-01-28,114,0,1.55,19,1738,LOW,0,10,16.79,LOW
TXN-07108,USR-0420,MRC-0210,2023-08-19 08:02:54,2023-08-19,8,SAT,14553.79,FOOD,UPI_QR,DEV-12916,False,False,,17383.78090909091,6863.787252172339,-0.41,10,10,23,1,2023-03-18,154,0,3.52,47,374,LOW,0,5,20.32,MEDIUM
TXN-07109,USR-0450,MRC-0203,2024-03-21 20:59:58,2024-03-21,20,THU,26279.94,TRAVEL,UPI_ID,DEV-88486,False,False,,30058.570357142857,11370.012908054983,-0.33,10,9,20,0,2023-03-29,358,0,0.6,19,852,LOW,0,20,14.48,LOW
TXN-07110,USR-0444,MRC-0014,2023-09-12 05:03:48,2023-09-12,5,TUE,13885.5,FOOD,COLLECT_REQUEST,DEV-44871,False,False,,18366.327666666664,24333.305613166987,-0.18,40,10,20,1,2023-03-15,181,0,0.57,7,1006,LOW,0,5,23.96,MEDIUM
TXN-07111,USR-0460,MRC-0260,2023-04-30 10:04:00,2023-04-30,10,SUN,38262.55,RETAIL,UPI_QR,DEV-53989,False,False,,51693.19361111111,20138.577040021773,-0.67,10,9,23,0,2023-02-16,73,0,0.71,48,1391,LOW,0,10,13.57,LOW
TXN-07112,USR-0439,MRC-0215,2023-08-02 10:52:24,2023-08-02,10,WED,6913.19,CRYPTO_EXCHANGE,UPI_ID,DEV-49294,False,False,,8308.696249999999,10724.085516121582,-0.13,10,7,23,0,2023-02-17,166,0,10.59,2,1404,HIGH,0,90,29.47,MEDIUM
TXN-07113,USR-0418,MRC-0223,2023-11-23 18:05:38,2023-11-23,18,THU,29179.98,CRYPTO_EXCHANGE,UPI_ID,DEV-27921,False,False,,32872.847027027026,36116.21035040267,-0.1,10,8,23,0,2023-01-08,319,0,13.0,27,1735,HIGH,0,90,31.4,MEDIUM
TXN-07114,USR-0318,MRC-0109,2024-02-07 07:08:58,2024-02-07,7,WED,35201.36,TRAVEL,UPI_QR,DEV-53409,False,False,,56905.044687500005,91352.36682717733,-0.24,40,8,23,1,2023-03-05,339,0,1.99,27,1262,LOW,0,20,26.59,MEDIUM
TXN-07115,USR-0098,MRC-0091,2023-06-27 18:04:02,2023-06-27,18,TUE,21984.57,TRAVEL,UPI_ID,DEV-52999,False,False,,54794.965263157894,17065.87244958095,-1.92,10,8,20,0,2023-03-03,116,0,3.41,35,538,LOW,0,20,16.73,LOW
TXN-07116,USR-0039,MRC-0205,2024-01-18 02:00:08,2024-01-18,2,THU,17201.21,GAMING,UPI_QR,DEV-39331,True,True,ACCOUNT_TAKEOVER,49081.56774193548,80666.84173031438,-0.4,100,7,22,1,2023-01-25,358,0,11.49,22,1315,HIGH,0,60,50.19,HIGH
TXN-07117,USR-0401,MRC-0228,2023-07-24 14:00:22,2023-07-24,14,MON,44039.68,TRAVEL,UPI_QR,DEV-37024,False,False,,77538.42605263158,106092.95941400607,-0.32,10,8,23,0,2023-02-26,148,0,2.12,28,138,LOW,0,20,15.7,LOW
TXN-07118,USR-0500,MRC-0085,2023-06-04 05:55:43,2023-06-04,5,SUN,7125.69,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-81492,False,False,,17626.87857142857,32205.711348790723,-0.33,40,7,20,1,2023-02-13,111,0,11.61,1,826,HIGH,0,90,41.29,HIGH
TXN-07119,USR-0076,MRC-0154,2023-08-29 16:59:47,2023-08-29,16,TUE,35529.5,TRAVEL,UPI_QR,DEV-40877,False,False,,37648.80117647059,13070.922075304767,-0.16,10,9,23,0,2023-02-14,196,0,2.37,39,1819,LOW,0,20,15.9,LOW
TXN-07120,USR-0211,MRC-0056,2023-07-09 03:03:15,2023-07-09,3,SUN,49444.6,RETAIL,UPI_ID,DEV-46383,False,False,,30004.414137931035,10613.478808754902,1.83,100,7,22,1,2023-03-09,122,0,0.7,50,735,LOW,0,10,42.05,HIGH
TXN-07121,USR-0499,MRC-0105,2024-02-13 08:24:17,2024-02-13,8,TUE,63997.52,CRYPTO_EXCHANGE,UPI_ID,DEV-80801,False,True,MERCHANT_FRAUD,66256.24804878049,103970.692200131,-0.02,10,7,23,0,2023-03-21,329,0,8.49,24,844,MEDIUM,0,90,27.79,MEDIUM
TXN-07122,USR-0447,MRC-0283,2023-10-26 16:33:07,2023-10-26,16,THU,26427.63,GAMING,COLLECT_REQUEST,DEV-67225,False,False,,23064.319230769233,8434.25847384673,0.4,10,10,22,0,2023-01-08,291,0,14.81,17,595,HIGH,0,60,31.05,MEDIUM
TXN-07123,USR-0217,MRC-0142,2023-10-31 07:31:42,2023-10-31,7,TUE,9798.8,FOOD,UPI_QR,DEV-88883,False,False,,22293.69576923077,9266.856606885065,-1.35,40,10,20,1,2023-02-28,245,0,1.59,50,160,LOW,0,5,24.77,MEDIUM
TXN-07124,USR-0368,MRC-0102,2023-05-14 03:40:06,2023-05-14,3,SUN,9447.28,FOOD,UPI_ID,DEV-62473,False,False,,22385.332903225808,26543.28653825498,-0.49,100,10,23,1,2023-01-25,109,0,0.45,6,1413,LOW,0,5,35.86,MEDIUM
TXN-07125,USR-0299,MRC-0259,2024-02-14 18:38:45,2024-02-14,18,WED,18081.6,TRAVEL,UPI_ID,DEV-53594,False,False,,51331.55869565218,69230.02851327852,-0.48,10,10,22,0,2023-02-05,374,0,3.32,4,728,LOW,0,20,16.66,LOW
TXN-07126,USR-0094,MRC-0134,2024-02-01 14:55:54,2024-02-01,14,THU,35844.23,FUEL,UPI_ID,DEV-95246,False,False,,90238.6138095238,190418.27758861115,-0.29,10,7,20,0,2023-01-07,390,0,1.67,28,235,LOW,0,10,14.34,LOW
TXN-07127,USR-0164,MRC-0188,2023-09-15 13:31:07,2023-09-15,13,FRI,47482.33,RETAIL,COLLECT_REQUEST,DEV-64224,False,False,,51547.78941176471,98386.60077867356,-0.04,10,7,23,0,2023-01-05,253,0,0.28,3,922,LOW,0,10,13.22,LOW
TXN-07128,USR-0074,MRC-0046,2024-01-24 04:46:19,2024-01-24,4,WED,75608.51,TRAVEL,UPI_ID,DEV-52664,False,False,,48563.43323529412,20066.395870596425,1.35,100,9,23,1,2023-02-03,355,0,1.66,47,553,LOW,0,20,42.38,HIGH
TXN-07129,USR-0265,MRC-0071,2023-08-31 07:22:50,2023-08-31,7,THU,7588.41,RETAIL,UPI_QR,DEV-11873,False,False,,7887.546774193549,11100.74455901146,-0.03,40,9,23,1,2023-01-28,215,0,1.4,0,649,LOW,0,10,25.12,MEDIUM
TXN-07130,USR-0174,MRC-0100,2023-06-28 00:25:10,2023-06-28,0,WED,16027.7,TRAVEL,COLLECT_REQUEST,DEV-16287,False,False,,22368.777647058825,45105.083210485136,-0.14,70,8,22,1,2023-01-06,173,0,0.45,50,642,LOW,0,20,31.36,MEDIUM
TXN-07131,USR-0405,MRC-0241,2024-01-19 17:40:12,2024-01-19,17,FRI,40303.62,CRYPTO_EXCHANGE,UPI_QR,DEV-97841,False,False,,29138.54085714286,10921.2480238692,1.02,10,9,22,0,2023-02-18,335,0,6.37,19,740,MEDIUM,0,90,29.16,MEDIUM
TXN-07132,USR-0043,MRC-0118,2023-12-19 15:05:55,2023-12-19,15,TUE,77232.35,GAMING,UPI_QR,DEV-85041,False,False,,74590.58379310343,113691.18212158313,0.02,10,10,20,0,2023-02-13,309,0,14.81,13,1678,HIGH,0,60,29.91,MEDIUM
TXN-07133,USR-0396,MRC-0101,2024-03-25 03:12:23,2024-03-25,3,MON,26152.82,TRAVEL,UPI_ID,DEV-47266,False,False,,27563.450769230767,45439.752501503775,-0.03,100,10,21,1,2023-01-22,428,0,1.49,47,1536,LOW,0,20,38.19,MEDIUM
TXN-07134,USR-0401,MRC-0197,2023-12-09 21:42:21,2023-12-09,21,SAT,82060.43,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-37024,False,False,,77538.42605263158,106092.95941400607,0.04,10,8,23,0,2023-02-26,286,0,6.28,8,955,MEDIUM,0,90,26.14,MEDIUM
TXN-07135,USR-0202,MRC-0018,2023-10-08 20:01:17,2023-10-08,20,SUN,36427.94,FUEL,UPI_QR,DEV-92457,False,False,,56009.60555555556,94598.87530969287,-0.21,10,7,20,0,2023-03-05,217,0,0.59,24,98,LOW,0,10,13.47,LOW
TXN-07136,USR-0113,MRC-0037,2023-08-05 13:08:50,2023-08-05,13,SAT,39289.05,CRYPTO_EXCHANGE,UPI_QR,DEV-35628,False,False,,32195.42027027027,11319.370189866644,0.63,10,10,23,0,2023-01-05,212,0,5.35,17,838,MEDIUM,0,90,27.17,MEDIUM
TXN-07137,USR-0134,MRC-0044,2023-05-14 15:53:45,2023-05-14,15,SUN,73514.82,FOOD,UPI_ID,DEV-60880,False,False,,52197.16705882353,13258.345464523532,1.61,10,8,21,0,2023-03-18,57,0,3.92,20,1503,LOW,0,5,10.47,LOW
